Company,Industry,Region,Competition,Project_Type,Technology,Solution,Total_Cost,Total_Grant,Description,Government_URL,Tuple_ID
J. Suttle Transport Ltd,,,,,,,,,"Deep Decarbonisation (Electrification) Electrification of crushing and conveyance equipment J. Suttle Transport produce a range of crushed stone products from Swanworth Quarry in Dorset. Their project will fully electrify their crushing plants by replacing diesel-powered screen and conveyance equipment with electrical alternatives. The new design and layout will enhance productivity, improve energy efficiency, and cut annual emissions by more than 130 tCO2e. J. Suttle Transport’s solutions will create a bright future for their newly expanded quarry.",,137
