Found 612 unique locations with Flexitricity load curtailment/drop components
Format: Tab-separated values (copy and paste into Excel)

====================================================================================================
Location	Status	Delivery Year	Auction	Description	CMU ID	Google Maps URL
Cranbourne Ind. Est Dock Road PO12 1SH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Cranbourne%20Ind.%20Est%20Dock%20Road%20PO12%201SH&t=k
Craven Way  BS30 7DY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Craven%20Way%20%20BS30%207DY&t=k
Creechbarrow Road  TA1 2AN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Creechbarrow%20Road%20%20TA1%202AN&t=k
Cromwell Road  PL25 4PR	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Cromwell%20Road%20%20PL25%204PR&t=k
Crossways Boulevard  DA9 9BT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Crossways%20Boulevard%20%20DA9%209BT&t=k
Culliford Crescent Canford Heath BH17 9DW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Culliford%20Crescent%20Canford%20Heath%20BH17%209DW&t=k
Cunliffe Drive Northfield Avenue NN16 9HU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Cunliffe%20Drive%20Northfield%20Avenue%20NN16%209HU&t=k
Currie Road , Galashiels, TD1 2AG	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Currie%20Road%20%2C%20Galashiels%2C%20TD1%202AG&t=k
Dabholm Rd, Middlesbrough, TS6 7RU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24080	https://www.google.com/maps?q=Dabholm%20Rd%2C%20Middlesbrough%2C%20TS6%207RU&t=k
Dagenham  RM8 1AT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Dagenham%20%20RM8%201AT&t=k
Daisy Street , Coseley, WV14 8QQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Daisy%20Street%20%2C%20Coseley%2C%20WV14%208QQ&t=k
Daventry Road  CV3 5HN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Daventry%20Road%20%20CV3%205HN&t=k
Deiniol Road Bangor, Gwynedd, LL57 1LJ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Deiniol%20Road%20Bangor%2C%20Gwynedd%2C%20LL57%201LJ&t=k
Derby Road  DE21 7LW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Derby%20Road%20%20DE21%207LW&t=k
Dewsbury Road , Wakefield, WF2 9BL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Dewsbury%20Road%20%2C%20Wakefield%2C%20WF2%209BL&t=k
Dock Road  FK3 8TY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Dock%20Road%20%20FK3%208TY&t=k
Dock Street  FY7 6NU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Dock%20Street%20%20FY7%206NU&t=k
Dolphin Approach Mercury Road RM1 3EE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Dolphin%20Approach%20Mercury%20Road%20RM1%203EE&t=k
Dowlais Top  CF48 2YF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Dowlais%20Top%20%20CF48%202YF&t=k
Drayton High Road, Hellesdon, NR6 5DT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24080	https://www.google.com/maps?q=Drayton%20High%20Road%2C%20Hellesdon%2C%20NR6%205DT&t=k
Dunmail Park Shopping Centre Siddick Road, Workington, CA14 1NQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Dunmail%20Park%20Shopping%20Centre%20Siddick%20Road%2C%20Workington%2C%20CA14%201NQ&t=k
Dynamo Way, Gillingham,  ME4 4FP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Dynamo%20Way%2C%20Gillingham%2C%20%20ME4%204FP&t=k
Earls Road, Earlsgate Park Grangemouth, FK3 8UU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24080	https://www.google.com/maps?q=Earls%20Road%2C%20Earlsgate%20Park%20Grangemouth%2C%20FK3%208UU&t=k
East Quay  TA6 5AZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=East%20Quay%20%20TA6%205AZ&t=k
East Street  BS3 4JY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=East%20Street%20%20BS3%204JY&t=k
East Way Fulwood, Preston, PR2 9NP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=East%20Way%20Fulwood%2C%20Preston%2C%20PR2%209NP&t=k
Eastgate Shopping Centre , Basildon, SS14 1AE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Eastgate%20Shopping%20Centre%20%2C%20Basildon%2C%20SS14%201AE&t=k
Edgar Road  IV30 6YQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Edgar%20Road%20%20IV30%206YQ&t=k
Edge Green Lane Golborne, Warrington, WA3 3SP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Edge%20Green%20Lane%20Golborne%2C%20Warrington%2C%20WA3%203SP&t=k
Edgeware Road  NW9 0AS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Edgeware%20Road%20%20NW9%200AS&t=k
Edlington Lane Edlington, Doncaster, DN121DL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Edlington%20Lane%20Edlington%2C%20Doncaster%2C%20DN121DL&t=k
Elmer Water Treatment Works, Hawks
Hill, Fetcham, Leatherhead, Surrey KT22 9DA	INACTIVE	2020	2020-21 (T-4) Four Year Ahead Capacity Auction	Combination of load curtailment and standby generation	FLXT71	https://www.google.com/maps?q=Elmer%20Water%20Treatment%20Works%2C%20Hawks%0AHill%2C%20Fetcham%2C%20Leatherhead%2C%20Surrey%20KT22%209DA&t=k
Elphinstone Research Centre, Tranent EH33 2NE	INACTIVE	2024	2020-21 (T-4) Four Year Ahead Capacity Auction	Load drop by on-site generation	F24088	https://www.google.com/maps?q=Elphinstone%20Research%20Centre%2C%20Tranent%20EH33%202NE&t=k
entre Bailey Road,Central Park, Rugby CV23 0PD	INACTIVE	2020	2020-21 (T-4) Four Year Ahead Capacity Auction	Load curtailment & standby generation	FLXT75	https://www.google.com/maps?q=entre%20Bailey%20Road%2CCentral%20Park%2C%20Rugby%20CV23%200PD&t=k
Ferry Road Retail Park CF11 0JR	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Ferry%20Road%20Retail%20Park%20CF11%200JR&t=k
Ffald Road, Bridgend,  CF33 6BU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Ffald%20Road%2C%20Bridgend%2C%20%20CF33%206BU&t=k
Ffordd Cae Sel  LL77 7DW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Ffordd%20Cae%20Sel%20%20LL77%207DW&t=k
Ffordd Y Mileniwm, Barry,  CF62 5AT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Ffordd%20Y%20Mileniwm%2C%20Barry%2C%20%20CF62%205AT&t=k
Fordham Road Retail Park Fordham Rd, Suffolk, CB8 7SX	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Fordham%20Road%20Retail%20Park%20Fordham%20Rd%2C%20Suffolk%2C%20CB8%207SX&t=k
Forsyth Road Sheerwater, Woking, GU21 5SE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Forsyth%20Road%20Sheerwater%2C%20Woking%2C%20GU21%205SE&t=k
Forty Lane  HA9 9EX	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Forty%20Lane%20%20HA9%209EX&t=k
Foxbridge Way, Normanton, WF6 1TL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24080	https://www.google.com/maps?q=Foxbridge%20Way%2C%20Normanton%2C%20WF6%201TL&t=k
Front Street  DH9 0NB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Front%20Street%20%20DH9%200NB&t=k
Fulmar Way  KY11 9JX	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Fulmar%20Way%20%20KY11%209JX&t=k
Galleon Blvd, Dartford, DA2 6QA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24080	https://www.google.com/maps?q=Galleon%20Blvd%2C%20Dartford%2C%20DA2%206QA&t=k
Garth Dee Road Bridge of Dee AB10 7QA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Garth%20Dee%20Road%20Bridge%20of%20Dee%20AB10%207QA&t=k
Genoa Building, Barking,  IG11 8FJ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Genoa%20Building%2C%20Barking%2C%20%20IG11%208FJ&t=k
George Street  WS1 1RS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=George%20Street%20%20WS1%201RS&t=k
Gibside Way  NE11 9YA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Gibside%20Way%20%20NE11%209YA&t=k
Glan YR Afon Godrer Graig, Ystalyfera, SA9 2LW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Glan%20YR%20Afon%20Godrer%20Graig%2C%20Ystalyfera%2C%20SA9%202LW&t=k
Gliwice Way Bawtry Road, Doncaster, DN4 5NW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Gliwice%20Way%20Bawtry%20Road%2C%20Doncaster%2C%20DN4%205NW&t=k
Glyn Square Wolverton, Milton Keynes, MK12 5JQ	INACTIVE	2020	2020-21 (T-4) Four Year Ahead Capacity Auction	Load curtailment	FLXT82	https://www.google.com/maps?q=Glyn%20Square%20Wolverton%2C%20Milton%20Keynes%2C%20MK12%205JQ&t=k
Goddard Road Whitehouse Industrial Estate IP1 5PD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Goddard%20Road%20Whitehouse%20Industrial%20Estate%20IP1%205PD&t=k
Gordon Street, Pembroke Dock, SA72 6DA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Gordon%20Street%2C%20Pembroke%20Dock%2C%20SA72%206DA&t=k
Grange Lane New Rossington, Doncaster, DN11 0LP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Grange%20Lane%20New%20Rossington%2C%20Doncaster%2C%20DN11%200LP&t=k
Grange Road Birkenhead CH41 6EB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Grange%20Road%20Birkenhead%20CH41%206EB&t=k
Grange Road  CH65 0BZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Grange%20Road%20%20CH65%200BZ&t=k
Great Cheetham Street , Salford, M7 4UF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Great%20Cheetham%20Street%20%2C%20Salford%2C%20M7%204UF&t=k
Greenfield Lane Shaw OL2 8QP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Greenfield%20Lane%20Shaw%20OL2%208QP&t=k
Greenfield Street  SK14 1BD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Greenfield%20Street%20%20SK14%201BD&t=k
Greyhound Retail Park unit 33, Chester,  CH1 4QQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Greyhound%20Retail%20Park%20unit%2033%2C%20Chester%2C%20%20CH1%204QQ&t=k
Grimston Road South Wootton, King's Lynn, PE30 3UG	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Grimston%20Road%20South%20Wootton%2C%20King%27s%20Lynn%2C%20PE30%203UG&t=k
Hadrian Road Wallsend, Tyne and Wear, NE286HH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Hadrian%20Road%20Wallsend%2C%20Tyne%20and%20Wear%2C%20NE286HH&t=k
Hagg Farm Skelton in Cleveland, Saltburn by the Sea, TS12 2ZL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Hagg%20Farm%20Skelton%20in%20Cleveland%2C%20Saltburn%20by%20the%20Sea%2C%20TS12%202ZL&t=k
Halbeath Retail Park Halbeath Road KY11 4LP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Halbeath%20Retail%20Park%20Halbeath%20Road%20KY11%204LP&t=k
Halfpenny Lane  WF8 4BW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Halfpenny%20Lane%20%20WF8%204BW&t=k
Hall road  NR4 6ET	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Hall%20road%20%20NR4%206ET&t=k
Handsworth Road  S13 9BN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Handsworth%20Road%20%20S13%209BN&t=k
Harbour Road  KA22 8BZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Harbour%20Road%20%20KA22%208BZ&t=k
Harehills Lane , Leeds, LS9 6EU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Harehills%20Lane%20%2C%20Leeds%2C%20LS9%206EU&t=k
Harrier Park, Hawksworth, Didcot, Oxfordshire, OX11 7PL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	load curtailment at site	F24043	https://www.google.com/maps?q=Harrier%20Park%2C%20Hawksworth%2C%20Didcot%2C%20Oxfordshire%2C%20OX11%207PL&t=k
Hatherley Way  GL51 0EU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Hatherley%20Way%20%20GL51%200EU&t=k
Haughton Rd , Darlington, DL1 1SS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Haughton%20Rd%20%2C%20Darlington%2C%20DL1%201SS&t=k
Hempstead Lane, Hempstead, Gloucester GL2 5LF	INACTIVE	2022	2022-23 (T-4) Four Year Ahead Capacity Auction	Load curtailment at site with standby generation exporting	F18075	https://www.google.com/maps?q=Hempstead%20Lane%2C%20Hempstead%2C%20Gloucester%20GL2%205LF&t=k
Heol Y Mynydd  SA4 4BZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Heol%20Y%20Mynydd%20%20SA4%204BZ&t=k
Heron Retail Park Miles Grey Road, Basildon, SS14 3AS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Heron%20Retail%20Park%20Miles%20Grey%20Road%2C%20Basildon%2C%20SS14%203AS&t=k
Hessle Road, Hull, HU3 4PE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Hessle%20Road%2C%20Hull%2C%20HU3%204PE&t=k
High Row Lemington, Newcastle, NE15 8SD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=High%20Row%20Lemington%2C%20Newcastle%2C%20NE15%208SD&t=k
High Street, Blackwood, NP12 0NT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=High%20Street%2C%20Blackwood%2C%20NP12%200NT&t=k
High Street Carcroft, Doncaster, DN6 8DN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=High%20Street%20Carcroft%2C%20Doncaster%2C%20DN6%208DN&t=k
High Street, Dudley, DY1 1QS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=High%20Street%2C%20Dudley%2C%20DY1%201QS&t=k
High Street, Edinburgh,  EH33 1LP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=High%20Street%2C%20Edinburgh%2C%20%20EH33%201LP&t=k
High Street Grimethorpe, Barnsley, S727LT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=High%20Street%20Grimethorpe%2C%20Barnsley%2C%20S727LT&t=k
High Street, Normanton, WF6 2AL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=High%20Street%2C%20Normanton%2C%20WF6%202AL&t=k
Highweek Street , Newton Abbott, TQ12 1TG	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Highweek%20Street%20%2C%20Newton%20Abbott%2C%20TQ12%201TG&t=k
Highwood Lane , Bristol, BS34 5TL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Highwood%20Lane%20%2C%20Bristol%2C%20BS34%205TL&t=k
Hill Top Denaby, Doncaster, DN12 4TJ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Hill%20Top%20Denaby%2C%20Doncaster%2C%20DN12%204TJ&t=k
Hillfield Road  HP2 4AA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Hillfield%20Road%20%20HP2%204AA&t=k
Holles Street  DN32 9DL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Holles%20Street%20%20DN32%209DL&t=k
Hollins Road , Oldham, OL8 4JZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Hollins%20Road%20%2C%20Oldham%2C%20OL8%204JZ&t=k
Hollyhead Rd Flint, Clwyd, CH6 5GB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Hollyhead%20Rd%20Flint%2C%20Clwyd%2C%20CH6%205GB&t=k
Hollywood Avenue Gosforth, Newcastle Upon Tyne, NE3 5BP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Hollywood%20Avenue%20Gosforth%2C%20Newcastle%20Upon%20Tyne%2C%20NE3%205BP&t=k
Holme Well Road  LS10 4TQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Holme%20Well%20Road%20%20LS10%204TQ&t=k
Holmers Farm Way  HP12 4NU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Holmers%20Farm%20Way%20%20HP12%204NU&t=k
Holt Road, Leeds, LS16 7RY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Holt%20Road%2C%20Leeds%2C%20LS16%207RY&t=k
Holt Road, Wrexham, LL13 8HL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Holt%20Road%2C%20Wrexham%2C%20LL13%208HL&t=k
Howley Park Road  LS27 0BP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Howley%20Park%20Road%20%20LS27%200BP&t=k
Hunter Boulevard, Magna Park, LE17 4XN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24080	https://www.google.com/maps?q=Hunter%20Boulevard%2C%20Magna%20Park%2C%20LE17%204XN&t=k
Hunts Cross Shopping Centre Speke Hall Road, Liverpool, L24 9WA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Hunts%20Cross%20Shopping%20Centre%20Speke%20Hall%20Road%2C%20Liverpool%2C%20L24%209WA&t=k
Huyton Lane, Huyton, L36 7TX	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Huyton%20Lane%2C%20Huyton%2C%20L36%207TX&t=k
Hyndburn Road  BB5 1QR	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Hyndburn%20Road%20%20BB5%201QR&t=k
Ingram Road Off Northway WN8 6LU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Ingram%20Road%20Off%20Northway%20WN8%206LU&t=k
Ings Centre , Hull, HU80TX	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Ings%20Centre%20%2C%20Hull%2C%20HU80TX&t=k
Jack Haywood Way Off Waterloo Road WV1 4DE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Jack%20Haywood%20Way%20Off%20Waterloo%20Road%20WV1%204DE&t=k
Jennings Road Penryn TR10 9LY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Jennings%20Road%20Penryn%20TR10%209LY&t=k
Jesmond Drive Bridge of Don AB22 8WQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Jesmond%20Drive%20Bridge%20of%20Don%20AB22%208WQ&t=k
Jinnah Road, Redditch,  B98 7ER	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Jinnah%20Road%2C%20Redditch%2C%20%20B98%207ER&t=k
John Milne Ave, Rochdale OL16 4NR	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24080	https://www.google.com/maps?q=John%20Milne%20Ave%2C%20Rochdale%20OL16%204NR&t=k
Jubilee Cresecnt Radford, Coventry, CV63EX	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Jubilee%20Cresecnt%20Radford%2C%20Coventry%2C%20CV63EX&t=k
Killingbeck Drive  LS14 6UF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Killingbeck%20Drive%20%20LS14%206UF&t=k
Kimberley Way  TN24 0SE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Kimberley%20Way%20%20TN24%200SE&t=k
King George Way , Worcester, WR10 1QU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=King%20George%20Way%20%2C%20Worcester%2C%20WR10%201QU&t=k
