Found 612 unique locations with Flexitricity load curtailment/drop components
Format: Tab-separated values (copy and paste into Excel)

====================================================================================================
Location	Status	Delivery Year	Auction	Description	CMU ID	Google Maps URL
80 Milngavie Road Bearsden, Glasgow, G61 2TX	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=80%20Milngavie%20Road%20Bearsden%2C%20Glasgow%2C%20G61%202TX&t=k
801 Chesterfield Road Woodseats, Sheffield, S8 0SQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=801%20Chesterfield%20Road%20Woodseats%2C%20Sheffield%2C%20S8%200SQ&t=k
827 River Lane Saltney, Chester, CH48RH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=827%20River%20Lane%20Saltney%2C%20Chester%2C%20CH48RH&t=k
859 Coventry Road Small Heath B10 0HH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=859%20Coventry%20Road%20Small%20Heath%20B10%200HH&t=k
89 Dunkeld Road  PH1 5AP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=89%20Dunkeld%20Road%20%20PH1%205AP&t=k
98 Catchbar Lane , Sheffield, S6 1TA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=98%20Catchbar%20Lane%20%2C%20Sheffield%2C%20S6%201TA&t=k
98 Town Centre  AL10 0JW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=98%20Town%20Centre%20%20AL10%200JW&t=k
99 High Street  B14 7BW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=99%20High%20Street%20%20B14%207BW&t=k
Abbey Lane Jnct Pioneer Close, Leicester,  LE4 5NU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Abbey%20Lane%20Jnct%20Pioneer%20Close%2C%20Leicester%2C%20%20LE4%205NU&t=k
Abbey Park London Road CV3 4AR	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Abbey%20Park%20London%20Road%20CV3%204AR&t=k
Acle New Road Runham, Great Yarmouth, NR30 1SF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Acle%20New%20Road%20Runham%2C%20Great%20Yarmouth%2C%20NR30%201SF&t=k
Aldwarke Lane Off Doncaster Road S65 3SW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Aldwarke%20Lane%20Off%20Doncaster%20Road%20S65%203SW&t=k
Alfreds Way , Batley, WF17 5DR	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Alfreds%20Way%20%2C%20Batley%2C%20WF17%205DR&t=k
Allensway Thornaby Town Centre TS17 9EN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Allensway%20Thornaby%20Town%20Centre%20TS17%209EN&t=k
Almondvale Road South  EH54 6NB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Almondvale%20Road%20South%20%20EH54%206NB&t=k
Anton Mill Road  SP10 2RW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Anton%20Mill%20Road%20%20SP10%202RW&t=k
Armadale Station Station Road, Armadale, EH48 3ZZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Armadale%20Station%20Station%20Road%2C%20Armadale%2C%20EH48%203ZZ&t=k
Asda, Armadale Station Station Road, Armadale, EH48 3PR	ACTIVE	2025	2025-26 (T-4) Four Year Ahead Capacity Auction	Load curtailment	F21082	https://www.google.com/maps?q=Asda%2C%20Armadale%20Station%20Station%20Road%2C%20Armadale%2C%20EH48%203PR&t=k
Asda Manor Road PO20 0NL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Asda%20Manor%20Road%20PO20%200NL&t=k
Asda Newton Leys Islay Court MK3 5QW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Asda%20Newton%20Leys%20Islay%20Court%20MK3%205QW&t=k
Asda, Scalley Way Raunds NN9 6EQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Asda%2C%20Scalley%20Way%20Raunds%20NN9%206EQ&t=k
ASDA Sport City Ashton New Road, Manchester, M11 4BD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=ASDA%20Sport%20City%20Ashton%20New%20Road%2C%20Manchester%2C%20M11%204BD&t=k
Asda Station Road  NG16 4LH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Asda%20Station%20Road%20%20NG16%204LH&t=k
ASDA STORE, (DXE441A01), MYREKIRK ROAD, DUNDEE, DD2 4WB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=ASDA%20STORE%2C%20%28DXE441A01%29%2C%20MYREKIRK%20ROAD%2C%20DUNDEE%2C%20DD2%204WB&t=k
Asda Stores Ltd Anchorwood Retail Park EX31 2BN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Asda%20Stores%20Ltd%20Anchorwood%20Retail%20Park%20EX31%202BN&t=k
Asdale Road  WF2 7EQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Asdale%20Road%20%20WF2%207EQ&t=k
Ashbourne Rd Cheadle, Stoke On Trent, ST10 1HF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Ashbourne%20Rd%20Cheadle%2C%20Stoke%20On%20Trent%2C%20ST10%201HF&t=k
Ashby Road , Coalville, LE673LF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Ashby%20Road%20%2C%20Coalville%2C%20LE673LF&t=k
Aston Road , Deeside, CH5 1TP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Aston%20Road%20%2C%20Deeside%2C%20CH5%201TP&t=k
Atherleigh Way  WN7 5RZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Atherleigh%20Way%20%20WN7%205RZ&t=k
Atlantic Street Broadheath WA14 5FY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Atlantic%20Street%20Broadheath%20WA14%205FY&t=k
Austin House Queen Street, Hitchin, SG4 9TY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Austin%20House%20Queen%20Street%2C%20Hitchin%2C%20SG4%209TY&t=k
Avon Road , Cannock, WS11 1LH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Avon%20Road%20%2C%20Cannock%2C%20WS11%201LH&t=k
Ayr Road Newton Mearns G77 6EY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Ayr%20Road%20Newton%20Mearns%20G77%206EY&t=k
Bangor Road Caernarfon, Gwynedd, LL551LR	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Bangor%20Road%20Caernarfon%2C%20Gwynedd%2C%20LL551LR&t=k
Barkby Thorpe Lane, Thurmaston, LE4 8GN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Barkby%20Thorpe%20Lane%2C%20Thurmaston%2C%20LE4%208GN&t=k
Barnes Hill  B29 5UP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Barnes%20Hill%20%20B29%205UP&t=k
Barton Dock Road Trafford Park M41 7ZA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Barton%20Dock%20Road%20Trafford%20Park%20M41%207ZA&t=k
Barwell Lane, Hinckley, LE10 1SS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Barwell%20Lane%2C%20Hinckley%2C%20LE10%201SS&t=k
Beehive Centre , Cambridge, CB1 3ER	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Beehive%20Centre%20%2C%20Cambridge%2C%20CB1%203ER&t=k
Beighton Road East Mosborough, Sheffield, S20 7JZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Beighton%20Road%20East%20Mosborough%2C%20Sheffield%2C%20S20%207JZ&t=k
Belmont Ctr 23-35 Hamilton Square, Stockport, SK4 1JG	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Belmont%20Ctr%2023-35%20Hamilton%20Square%2C%20Stockport%2C%20SK4%201JG&t=k
Belmont Road, Hereford, HR2 7JE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Belmont%20Road%2C%20Hereford%2C%20HR2%207JE&t=k
Belvedere Road Off Horn Hill NR33 0PX	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Belvedere%20Road%20Off%20Horn%20Hill%20NR33%200PX&t=k
Benwell Shopping Centre, Newcastle Upon Tyne, NE4 8BE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Benwell%20Shopping%20Centre%2C%20Newcastle%20Upon%20Tyne%2C%20NE4%208BE&t=k
Bingley Street  BD21 3ER	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Bingley%20Street%20%20BD21%203ER&t=k
Bircotes Doncaster, Doncaster, DN11 8AB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Bircotes%20Doncaster%2C%20Doncaster%2C%20DN11%208AB&t=k
Bletcham Way  MK1 1QB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Bletcham%20Way%20%20MK1%201QB&t=k
Bolton Road Atherton, Manchester, M469JZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Bolton%20Road%20Atherton%2C%20Manchester%2C%20M469JZ&t=k
Bolton Street  PR7 3DL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Bolton%20Street%20%20PR7%203DL&t=k
Borough Close , Paignton, TQ4 7EP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Borough%20Close%20%2C%20Paignton%2C%20TQ4%207EP&t=k
Boulby Mine, Loftus, Saltburn TS13 4UZ	INACTIVE	2024	2024-25 (T-4) Four Year Ahead Capacity Auction	Load curtailment at mining site	F20114	https://www.google.com/maps?q=Boulby%20Mine%2C%20Loftus%2C%20Saltburn%20TS13%204UZ&t=k
Bournemouth Road, Chandlers Ford, SO53 3YJ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Bournemouth%20Road%2C%20Chandlers%20Ford%2C%20SO53%203YJ&t=k
Bower Road  HG1 5DE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Bower%20Road%20%20HG1%205DE&t=k
Bowland View
Preston
PR2 5QT	INACTIVE	2022	2022-23 (T-4) Four Year Ahead Capacity Auction	Combination of load curtailment and standby generation	F18071	https://www.google.com/maps?q=Bowland%20View%0APreston%0APR2%205QT&t=k
Bowland View
Preston
PR3 1LR	INACTIVE	2020	2020-21 (T-4) Four Year Ahead Capacity Auction	Combination of load curtailment and standby generation	FLXT71	https://www.google.com/maps?q=Bowland%20View%0APreston%0APR3%201LR&t=k
Brackley Street  BL4 9DT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Brackley%20Street%20%20BL4%209DT&t=k
Brade Drive, Walsgrave, CV2 2PN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Brade%20Drive%2C%20Walsgrave%2C%20CV2%202PN&t=k
Bradford Rd  SN12 8LQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Bradford%20Rd%20%20SN12%208LQ&t=k
Breck Road  L5 6PX	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Breck%20Road%20%20L5%206PX&t=k
Brickhouse Lane South 0, Birmingham, DY4 7HW	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Brickhouse%20Lane%20South%200%2C%20Birmingham%2C%20DY4%207HW&t=k
Brighton Marina, Brighton, BN2 5UT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Brighton%20Marina%2C%20Brighton%2C%20BN2%205UT&t=k
Brighton Way Brighton Hill RG22 4DH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Brighton%20Way%20Brighton%20Hill%20RG22%204DH&t=k
Brompton Road , Northallerton, DL6 1DT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Brompton%20Road%20%2C%20Northallerton%2C%20DL6%201DT&t=k
Broom Road, Stone ST15 0TE	INACTIVE	2022	2022-23 (T-4) Four Year Ahead Capacity Auction	Load curtailment	F18075	https://www.google.com/maps?q=Broom%20Road%2C%20Stone%20ST15%200TE&t=k
Broomhill Drive , Larkhall, ML9 1QP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Broomhill%20Drive%20%2C%20Larkhall%2C%20ML9%201QP&t=k
Bruton Way , Gloucester, GL1 1DS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Bruton%20Way%20%2C%20Gloucester%2C%20GL1%201DS&t=k
Bugsby Way Charlton SE7 7ST	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Bugsby%20Way%20Charlton%20SE7%207ST&t=k
Bull Hill Road  CO15 4AU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Bull%20Hill%20Road%20%20CO15%204AU&t=k
Burringham Road  DN17 2XF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Burringham%20Road%20%20DN17%202XF&t=k
Burton Road  LA9 7JA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Burton%20Road%20%20LA9%207JA&t=k
Byron Place South Terrace SR7 7HN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Byron%20Place%20South%20Terrace%20SR7%207HN&t=k
Canterbury Avenue , Bradford, BD5 0PX	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Canterbury%20Avenue%20%2C%20Bradford%2C%20BD5%200PX&t=k
Carberry Road , Kirkcaldy, KY1 3NU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Carberry%20Road%20%2C%20Kirkcaldy%2C%20KY1%203NU&t=k
Carlton Street , Scunthorpe, DN15 6TA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Carlton%20Street%20%2C%20Scunthorpe%2C%20DN15%206TA&t=k
Carr Pit Road , Huddersfield, HD5 9AD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Carr%20Pit%20Road%20%2C%20Huddersfield%2C%20HD5%209AD&t=k
Castle Street, Maesteg, CF34 9UN	INACTIVE	2020	2020-21 (T-4) Four Year Ahead Capacity Auction	Load curtailment	FLXT82	https://www.google.com/maps?q=Castle%20Street%2C%20Maesteg%2C%20CF34%209UN&t=k
Cavendish Street  OL6 7DP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Cavendish%20Street%20%20OL6%207DP&t=k
Caxton Road , High Bridge, TA9 3AJ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Caxton%20Road%20%2C%20High%20Bridge%2C%20TA9%203AJ&t=k
Cemetery Road Bradford BD8 9RY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Cemetery%20Road%20Bradford%20BD8%209RY&t=k
Central 12 Shopping Park Derby Road PR9 0TY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Central%2012%20Shopping%20Park%20Derby%20Road%20PR9%200TY&t=k
Centre Bailey Road,Central Park, Rugby CV23 0PD	INACTIVE	2022	2022-23 (T-4) Four Year Ahead Capacity Auction	Mix of load curtailment and standby generation	F18075	https://www.google.com/maps?q=Centre%20Bailey%20Road%2CCentral%20Park%2C%20Rugby%20CV23%200PD&t=k
Chalfont Way Lower Earley, Reading, RG6 5TT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Chalfont%20Way%20Lower%20Earley%2C%20Reading%2C%20RG6%205TT&t=k
Charnwood Road , Shepshed, LE12 9QE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Charnwood%20Road%20%2C%20Shepshed%2C%20LE12%209QE&t=k
Chaucer Road Parson Cross S5 8NH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Chaucer%20Road%20Parson%20Cross%20S5%208NH&t=k
Chelmer Village Centre, Chemsford, CM2 6RE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Chelmer%20Village%20Centre%2C%20Chemsford%2C%20CM2%206RE&t=k
Cherry Tree Road, Blackpool, FY4 4QH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Cherry%20Tree%20Road%2C%20Blackpool%2C%20FY4%204QH&t=k
Chesterton Drive Sydenham Industrial Estate CV31 1YD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Chesterton%20Drive%20Sydenham%20Industrial%20Estate%20CV31%201YD&t=k
Chiswick Park, 566 Chiswick High Road, London W4 5XU	INACTIVE	2021	2021-22 (T-4) Four Year Ahead Capacity Auction	Load drop	FLXR78	https://www.google.com/maps?q=Chiswick%20Park%2C%20566%20Chiswick%20High%20Road%2C%20London%20W4%205XU&t=k
Church Road Tiptree, Colchester, CO5 0LA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Church%20Road%20Tiptree%2C%20Colchester%2C%20CO5%200LA&t=k
Church Street , Biggleswade, SG18 0JS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Church%20Street%20%2C%20Biggleswade%2C%20SG18%200JS&t=k
Clayton-le-Woods Clayton Green PR6 7JY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Clayton-le-Woods%20Clayton%20Green%20PR6%207JY&t=k
Cleveland Potash Limited, Boulby Mine, Saltburn-by-the-Sea TS13 4UZ	INACTIVE	2023	2023-24 (T-4) Four Year Ahead Capacity Auction	Load drop capability at mine shaft site located at Boulby Mine, Saltburn-by-the-Sea TS13 4UZ	F19072	https://www.google.com/maps?q=Cleveland%20Potash%20Limited%2C%20Boulby%20Mine%2C%20Saltburn-by-the-Sea%20TS13%204UZ&t=k
Clovelly Road , Bideford, EX39 3QU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Clovelly%20Road%20%2C%20Bideford%2C%20EX39%203QU&t=k
Clydeview Shopping Centre Glasgow Road, Glasgow, G72 0AQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Clydeview%20Shopping%20Centre%20Glasgow%20Road%2C%20Glasgow%2C%20G72%200AQ&t=k
Co-Operative Retail Services Ltd High Holborn DY3 1SS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Co-Operative%20Retail%20Services%20Ltd%20High%20Holborn%20DY3%201SS&t=k
Cockhedge Centre Tilly Lane WA1 2QA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Cockhedge%20Centre%20Tilly%20Lane%20WA1%202QA&t=k
Colchester Road Heybridge, Maldon, CM9 4GD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Colchester%20Road%20Heybridge%2C%20Maldon%2C%20CM9%204GD&t=k
Coldstore 3, Park Road, Holmewood Industrial Park, Chesterfield S42 5UY	INACTIVE	2021	2021-22 (T-4) Four Year Ahead Capacity Auction	Load drop.	FLXR86	https://www.google.com/maps?q=Coldstore%203%2C%20Park%20Road%2C%20Holmewood%20Industrial%20Park%2C%20Chesterfield%20S42%205UY&t=k
Coldstore 5, 1B Park Road, Holmewood Industrial Park, Chesterfield S42 5UY	INACTIVE	2021	2021-22 (T-4) Four Year Ahead Capacity Auction	Load drop	FLXR86	https://www.google.com/maps?q=Coldstore%205%2C%201B%20Park%20Road%2C%20Holmewood%20Industrial%20Park%2C%20Chesterfield%20S42%205UY&t=k
Colliers Way, Tonypandy, CF40 2JE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Colliers%20Way%2C%20Tonypandy%2C%20CF40%202JE&t=k
Conway Road  LL30 1PJ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Conway%20Road%20%20LL30%201PJ&t=k
Conway Road Llandudno Junction, Gwynedd, LL319LU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Conway%20Road%20Llandudno%20Junction%2C%20Gwynedd%2C%20LL319LU&t=k
Coronation Street  NE33 1AZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Coronation%20Street%20%20NE33%201AZ&t=k
Corporation Road , Grimsby, DN31 1UF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Corporation%20Road%20%2C%20Grimsby%2C%20DN31%201UF&t=k
Corporation Street , Colne, BB8 8LU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Corporation%20Street%20%2C%20Colne%2C%20BB8%208LU&t=k
Court Drive  LU5 4JD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Court%20Drive%20%20LU5%204JD&t=k
Cowpen Road , Blyth, NE24 5TS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Cowpen%20Road%20%2C%20Blyth%2C%20NE24%205TS&t=k
Cowpen Road  NE24 4LZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Cowpen%20Road%20%20NE24%204LZ&t=k
Coychurch Road  CF31 3AU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Coychurch%20Road%20%20CF31%203AU&t=k
Cradley Road Saltwells Road, Dudley, DY2 9TF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Cradley%20Road%20Saltwells%20Road%2C%20Dudley%2C%20DY2%209TF&t=k
